Text ID	English
	
Text.Dialogue.1b	para mover seu Detento.
Text.Dialogue.1c	para interagir com objetos e outros personagens.
Text.Dialogue.1d	para pegar e largar objetos como mesas.
	
Text.Dialogue.4	Coloque os uniformes sujos do carrinho nas máquinas de lavar.
Text.Dialogue.4b	Quando estiverem limpos, coloque os uniformes no carrinho correspondente.
	
Text.Dialogue.2	Os empregos são uma forma legal de ganhar dinheiro. Você pode escolher entre vários empregos disponíveis no quadro de vagas do escritório de empregos da prisão. São estabelecidos certos períodos da rotina diária para que os detentos possam exercer suas funções. Se você não atingir a cota mínima indicada durante esse período, perderá seu emprego!
Text.Dialogue.2c	Você perderá seu emprego se não atingir a cota diária que foi atribuída a você!
	
Text.Dialogue.8b	Para pegar um item, coloque seu personagem próximo a ele e pressione (A). Para largar um item, destaque-o em seu inventário e pressione (B).
	
Text.Help.Health	Se sua saúde chegar a zero, você será enviado para a enfermaria para se recuperar. Todos os itens ILEGAIS serão retirados de você.
	
Text.Help.Fatigue	Tarefas manuais afetam negativamente seus níveis de fadiga. Para se recuperar, você pode sentar, dormir, comer ou tomar banho.
	
Text.Help.Loot	Você pode pegar itens de outros personagens enquanto eles estão fora de combate. Para fazer isso, interaja com eles com (A) para ver se eles carregam itens que valem a pena roubar!
	
Text.Help.Reading	Usar a Internet e ler livros na biblioteca aumenta seu nível intelectual!
	
Text.Help.Desks	Você pode manter objetos na mesa da sua cela. Mas tenha cuidado: se os guardas decidirem revistar SUA cela e encontrar itens ilegais em sua mesa, eles os confiscarão e você terminará em confisco solitário!
	
text.results.escape	ESCAPOU
text.results.stats	Status do jogador
text.results.rep	Reputação
text.results.good	Boa conduta
text.results.bad	Má conduta
text.results.days	Dias passados
text.results.score	Pontuação final
	
Text.Item.Bananas	Cacho de bananas
Text.Item.Brush	Escova
Text.Item.Coconut	Coco
Text.Item.Cookie	Biscoito
Text.Item.DentalFloss	Fio dental
Text.Item.Dogtag	Placa de identificação
Text.Item.DVD	DVD
Text.Item.FamilyPhoto	Foto da família
Text.Item.Feather	Pluma
Text.Item.GreenHerb	Erva verde
Text.Item.HandCream	Creme para mãos
Text.Item.HandFan	Leque
Text.Item.LuxuryToiletRoll	Papel higiênico de luxo
Text.Item.Mango	Mango
Text.Item.Medal	Medalha
Text.Item.Muffin	Bolo
Text.Item.PedicureKit	Kit de pedicure
Text.Item.PocketWatch	Relógio de bolso
Text.Item.Postcard	Cartão postal
Text.Item.RedChilli	Pimenta Vermelha
Text.Item.RedHerb	Erva vermelha
Text.Item.Sand	Areia
Text.Item.Seasponge	Esponja do mar
Text.Item.SignedPapers	Papéis Assinados
Text.Item.SilkHandkerchief	Lenço de seda
Text.Item.Sombrero	Chapéu
Text.Item.TeddyBear	Ursinho de pelúcia
Text.Item.UnsignedPapers	Artigos não assinados
	
Text.Menu.Crafting	Criação é de longe a habilidade mais útil de qualquer detento! A combinação de dois ou três objetos que você pode fazer, fornecerá as armas e ferramentas de que você precisará para sua missão.
Text.Menu.Escaping	Seu objetivo é escapar da prisão. Existem diferentes maneiras de escapar; O que funciona em uma prisão pode não funcionar em outra! Procure por bugs de segurança e colete itens que possam ser úteis. Seja paciente - esperar o momento certo é crucial!
	
Text.BuyItem.WillSell	$NAME$ está disposto a vender, mas apenas porque gosta de você.
Text.BuyItem.WontSell	$NAME$ não está disposto a vender. Talvez se ele gostasse mais de você.
Text.Guard.Bribe	Não é suficiente!
	
text.start	para iniciar
Text.Save.Body	Você gostaria de dormir até de manhã e salvar seu progresso atual?
	
Text.Message.CraftingNotEnoughIntellect	Você não tem inteligência suficiente para criar este item!
Text.Quest.Full	Muitos favores ativos neste momento para aceitar mais!
	
Text.Help.Tutorial.MetalShop.Body	Retire as placas de metal da caixa e coloque-as nas prensas para fazer as placas dos carros. Coloque as placas concluídas no contêiner correspondente.
Text.Help.Tutorial.MetalShop.Title	Trabalho em oficina de metal
	
Text.Help.Tutorial.WoodShop.Body	Pegue três pedaços de madeira da pilha e faça uma cadeira com o sistema de criação. Coloque as cadeiras prontas no recipiente apropriado.
Text.Help.Tutorial.WoodShop.Title	Trabalho de carpinteiro
	
Text.Help.Tutorial.Janitor.Body	Use o esfregão para limpar os ladrilhos sujos que encontrar ao redor da prisão.
Text.Help.Tutorial.Janitor.Title	Trabalho de zelador
	
Text.Help.Tutorial.Unloading.Body	Retire as caixas do caminhão e coloque-as nos recipientes designados de acordo com a cor.
Text.Help.Tutorial.Unloading.Title	Trabalho de descarga de caminhão
	
Text.Help.Tutorial.Gardener.Body	Use a enxada para lidar com ervas daninhas desagradáveis que você encontra nas seções ao ar livre ao redor da prisão.
Text.Help.Tutorial.Gardener.Title	Trabalho de jardineiro
	
Text.Help.Tutorial.Kitchen.Body	Retire os alimentos crus do congelador e coloque no forno para cozinhá-los. Quando estiver pronto, coloque-o nas bandejas para os outros internos.
Text.Help.Tutorial.Kitchen.Title	Trabalho de cozinheiro
	
Text.Help.Tutorial.MailMan.Body	Retire do armário as cartas recebidas e entregue-as aos respectivos presidiários.
Text.Help.Tutorial.MailMan.Title	Trabalho de carteiro
	
Text.Help.Tutorial.Librarian.Body	Pegue os livros e revistas solicitados pelos presidiários do guarda-roupa de artigos recebidos e entregue-os a eles.
Text.Help.Tutorial.Librarian.Title	Trabalho de bibliotecário
	
Text.Help.Tutorial.Outfit.Body	Pegue os itens da caixa de ferramentas e use uma agulha, linha e tecido para fazer roupas. Coloque as roupas acabadas no recipiente correspondente.
Text.Help.Tutorial.Outfit.Title	Trabalho de alfaiate
	
Text.Tutorial.JobQuota	Você perderá seu emprego se não atingir a cota diária que foi atribuída a você!
Text.Tutorial.LightsOut	Quando as luzes se apagam, você pode salvar seu progresso atual usando a cama para dormir até a manhã seguinte.
Text.Help.StandOnDesk	Se você subir em carteiras e mesas, poderá ver o sistema de ventilação acima de você. Com as ferramentas certas, você pode entrar nisso!
	
Text.Pause.Outfit	Uniforme atual: $NAME$
Text.Pause.Weapon	Arma atual: $NAME$
	
Text.Help.Gym.Perks	Use o banco de pesos e a esteira para aumentar suas estatísticas de FORÇA e VELOCIDADE. Entre na máquina de sua escolha e toque rapidamente alternando entre (LT) e (RT) para se fortalecer!
Text.Help.Gym.Stalag	Usando os tapetes fornecidos, você pode usar esses itens para aumentar seus níveis de VELOCIDADE e FORÇA! Para fazer isso, alterne entre (LT) e (RT) quando estiver na máquina desejada.
Text.Help.Gym.Shank	Aumente seus níveis de VELOCIDADE e FORÇA com sacos de pancadas e bancos de peso! Para usar os sacos de pancadas, pegue o impulso alternando entre (LT) e (RT) e em seguida controle seu ritmo de modo que a barra permaneça dentro dos marcadores de segurança. Para usar os bancos de peso, alterne entre (LT) e (RT) para levantar os pesos.
Text.Help.Gym.Jungle	Use os registros e o tapete para aumentar seus níveis de VELOCIDADE e FORÇA. Para fazer isso, alterne entre (LT) e (RT) quando estiver na máquina desejada.
Text.Help.Gym.Sona	Para usar o saco de pancadas e aumentar sua FORÇA, sincronize seus golpes pressionando (LT) e (RT) quando o marcador estiver na zona vermelha da barra de força. Para pular e aumentar sua VELOCIDADE, pegue o impulso alternando entre (LT) e (RT) e em seguida, controle seu ritmo de modo que a barra permaneça dentro dos marcadores de segurança.
Text.Help.Gym.Alca	Aumente seus níveis de VELOCIDADE e FORÇA com a barra de exercícios e a esteira! Alterne entre (LT) e (RT) para usar a máquina que deseja quando estiver alto.
	
Text.UI.GameOptions	Opções do Jogo
Text.UI.Music	Musica
Text.UI.Sounds	Sons
Text.UI.Credits	Créditos
	
Text.HUD.Audio	Áudio
	
Text.UI.JobFired	Devido à sua absoluta incompetência e incapacidade de atingir a cota mais do que razoável que foi indicada a você, não temos escolha a não ser retirá-lo de seu trabalho. \n\nSe você decidir crescer e se esforçar mais, pode se inscrever novamente mais tarde no quadro de avisos da secretaria da prisão.
	
Text.Busted.Why.Outside	Três dias em isolamento, senhorita! Você conhece as regras: à noite, NA CELA. Você entende esse conceito simples?
	
Text.MapObject.Cutlery	Talheres
	
Text.Item.Nails	Unhas
	
Text.Inmate.CallGuard1	O que você está fazendo? Guarda. RÁPIDO!
Text.Inmate.CallGuard2	Não acredito! GUARDA, VENHA VER ISTO!
Text.Inmate.CallGuard3	Assim que. EI! Pare! GUARDA!
Text.Inmate.CallGuard4	Eu não tenho tempo, eu realmente não tenho tempo. EI! PARE! GUARDA!
Text.Inmate.CallGuard5	Eu não quero mexer com isso! GUARDA! RÁPIDO! ELE ESTÁ TENTANDO FUGIR!
	
Text.HUD.Favours	Favores
Text.HUD.Notes	Notas
	
Text.Item.NeedleandThread	Agulha e linha
Text.Item.Fabric	Tecido
	
Text.Help.Tutorial.MetalShop.BodyNEW	A indústria de automóveis está florescendo! Mas a única coisa florescendo que irá ouvir será o som de placas sendo batidas. Quanto mais duro der nisso, mais cedo irei pegar meu pequeno conversível. \n\nPegue as chapas de metal do contêiner na oficina e use eles nas prensas para criar placas. Coloque as placas prontas no contêiner indicado.
	
Text.Help.Tutorial.WoodShop.BodyNEW	Servidos responsavelmente por nós, irresponsavelmente machucado pelo material. Nossa madeireira conseguiu um mercado para os móveis ‘com inspiração vintage’. Não exigimos quaisquer habilidades, porém a prisão NÃO é responsável por cortes, fraturas e perdas de órgãos. \n\nPegue tábuas do contêiner na madeireira e transforme-os em móveis. Coloque o produto final no contêiner de móveis.
	
Text.Help.Tutorial.Janitor.BodyNEW	Elimine qualquer má ação que tenha feito, e limpe o local! Quero que deixe cada andar, as fundações da SUA reforma, brilhando. \n\nPegue um esfregão ou uma vassoura da sala dos zeladores e use para limpar toda e qualquer sujeira que encontrar na prisão.
	
Text.Help.Tutorial.Unloading.BodyNEW	O conteúdo dessas caixas não é da sua preocupação. Eu só quero que você os transportes SEM CONSIDERAÇÕES para onde eles precisam ir. \n\nTire as caixas do caminhão e coloque-as nas lixeiras designadas de acordo com sua cor.
	
Text.Help.Tutorial.Gardener.BodyNEW	O sonho de trabalhar ao ar livre. Entrar em contato com a natureza e toda essa merda. Introduza-se às ervas daninhas que assolam nosso belo pátio. \n\nPegue uma enxada na sala dos jardineiros para remover to remove todas essas ervas malignas do nosso pátio.
	
Text.Help.Tutorial.Kitchen.BodyNEW	Os inspetores chamam de perigo, já eu chamo de 'rustica'. Nenhum olfato afiado é necessário. Não se preocupe com o estado de limpeza das suas mãos. \n\nPegue a comida congelada no freezer e coloque-as no forno. Após cozidas, pegue-as e coloque nas bandejas, na cantina.
	
Text.Help.Tutorial.MailMan.BodyNEW	ODEIO entregar más notícias, e é por isso que irá fazer isso por mim. \n\nPegue as cartas da sala de correspondências e entregue aos destinatários. Você pode entregar pessoalmente ou nas suas celas.
	
Text.Help.Tutorial.Librarian.BodyNEW	Dizem que a biblioteca tem poucos livros, mas posso lhe garantir que nossa coleção ‘modesta’ tem o melhor da literatura. Lá fora não se usa os insultos e gírias que se usa aqui dentro. \n\nPegue os livros da biblioteca e os entregue ao companheiro indicado. Você pode entregá-lo pessoalmente ou deixá-lo PRÓXIMO a escrivaninha (NÃO DENTRO).
	
Text.Help.Tutorial.Outfit.BodyNEW	Esta prisão tem o orgulho de ter a famosa marca de roupas Adidoodoo e está empenhada em atender às suas expectativas de roupas de alta qualidade e feitas à mão. \n\nPegue os itens da caixa de ferramentas e use a agulha, linha e tecido para fazer roupas. Coloque as roupas acabadas no recipiente correspondente.
	
Text.Help.Tutorial.Laundry.BodyNEW	Seus crimes fedem, assim como suas roupas! A única coisa que quero sentir nos seus companheiros é o cheiro da justiça. \n\nPegue as roupas sujas no contêiner da lavanderia e coloque-os nas máquinas de lavar. Feito isso, pegue e coloque-as no contêiner de roupas limpas.
Text.Item.medikit	Kit de primeiros socorros
Text.Item.MediKit	Kit de primeiros socorros
Text.Item.Underpants	Cuecas
Text.Item.CrowBar	Pé de cabra
	
Text.Busted.Why.Jeep	Ei! O que você está fazendo? Você sabe que a prisão é para prisioneiros, certo? Você não deveria estar aqui. Acabei de ter uma ideia: por que você não experimenta a solitária por três dias legais? Tchau.
	
Text.UI.JobApplicationDeniedINT	Desculpe, mas você não está qualificado para a posição. O nível de inteligência necessário é 00.
	
	
Text.Inmates.Gift.Rank.Enough1	Acho que você já me deu coisas suficientes. Talvez mais tarde, ok?
Text.Inmates.Gift.Rank.Enough2	Não estou com humor para você me dar mais coisas. Você já me deu muitos!
Text.Inmates.Gift.Rank.Enough3	Este? Mais presentes? Não, obrigado. Eu não quero que você me dê mais nada.
	
Text.UI.JobApplicationWrongPeriod	Estou *muito* ocupado para processar esses tipos de solicitações durante o horário comercial. Saia daqui e volte mais tarde. Obrigado
	
Text.Guard.Carrying1	Ei você! Largue isso agora!
Text.Guard.Carrying2	O que você está fazendo? Largue isso!
Text.Guard.Carrying3	LARGUE ISSO, $name!
	
Text.Tutorial.Welcome.Jungle is Massive	Bem-vindo à selva \n\nA sociedade lhe considera um peso, então lhe colocamos bem longe dela. \n\nAntes de pensar em escapar, deixe me lembrá-lo que mesmo na remota chance de você passar pelas cercas, pelo muro, pelos jipes e pelo posto dos guardas, não há jeito de sobreviver lá fora...
Text.Tutorial.Welcome.Sona	Está é a San Pancho, a mais grosseira, rigorosa e a prisão mais desagradável ao sul da fronteira. \n\nO calor escaldante e as condições claustrofóbicas fazem com que os presos fiquem violentos e agressivos. \n\nNem os guardas tentam entrar!
Text.Tutorial.Welcome.alca	Ouça aqui seu merdinha. \n\nVocê sabe porque está aqui e não tem mais nem menos. Normalmente a mais temida prisão, HMP Irongate, será onde passará o resto da sua merda de existência insignificante. \n\nEscapar? Não me faça rir! Os imbecis que tentaram se encontraram com um monte de água, sem nenhuma outra visão. Ainda assim, quer tentar?
	
Text.Item.BoxA	Ganchos aéreos
Text.Item.BoxB	Bolhas revitalizantes
Text.Item.BoxC	Chocolates de futilidade
	
Text.Item.Hammer	Martelo
	
Text.Lounge	Espreguiçadeira
	
Text.Item.Payphone	Telefone público
	
Text.Item.LightweightCutters	Alicates ligeiros
Text.Item.SturdyCutters	Alicates robustos
	
Text.Item.FlimsyPickAxe	Picareta Frágil
Text.Item.LightweightPickAxe	Picareta leve
Text.Item.SturdyPickAxe	Picareta Robusta
Text.Item.Stinger	Furador
	
Text.Locked	Comprar dica
	
text.payphone.tips	Você pode usar os telefones gentilmente fornecidos para obter informações sobre dicas e sugestões úteis. Por um preço, claro.
	
Text.Item.Shorts	Bermudas
	
Text.Map.Jungle.NoDisguise1	Solicitando reforços!
Text.Map.Jungle.NoDisguise2	Você está acabado!
Text.Map.Jungle.NoDisguise3	Fim da estrada, amigo!
Text.Map.Jungle.NoDisguise4	VOCÊ NÃO PASSARÁ!
Text.Map.Jungle.NoDisguise5	Código vermelho no posto de controle!
	
Text.Map.Jungle.YesDisguise1	Tenha um bom dia!
Text.Map.Jungle.YesDisguise2	Até amanhã!
Text.Map.Jungle.YesDisguise3	Você saiu na hora certa, hein? Cuidado!
Text.Map.Jungle.YesDisguise4	Bons tempos!
Text.Map.Jungle.YesDisguise5	Até logo, educador criminal!
	
Text.HUD.CheckpointCharlie	Checkpoint Charlie
	
Text.Map.Jungle.PapersPlease	Papéis, por favor!
	
Text.Tutorial.Names.Thumbstick	Se você clicar em (RS), verá todos os nomes dos detentos exibidos na tela.
	
Text.Item.Hoe	Enxada
	
Text.Payphone.NotEnoughMoney	Oh oh! Parece que você não tem dinheiro suficiente para comprar esta dica agora!
Text.Unlocked	Ver dica
	
Text.Alcatraz.Name	Prisão Iron Gate
	
Text.Item.PlayingCards	Baralho de cartas
	
Text.Item.Speaker	Alto falante
	
Text.Tutorial.Visitors	Durante o período livre, por que não sentar na sala de visitantes e ver quem vem te visitar? Talvez eles lhe contem como estão se saindo desde que você foi preso.
	
Text.Jungle.Name	Complexo de selva
Text.Sona.Name	San Pancho
	
Text.NPC.JobOfficer	Oficial do Trabalho
Text.NPC.MedicName	Doutor
	
Text.UI.Quest.RetrieveItem	Remover $item do $subject.
Text.UI.Quest.GiveItem	Dar $item para $giver.
Text.UI.Quest.Offer.RetrieveItem1	$giver: Um tempo atrás, eu dei a $subject meu $item. Desde então, tenho me sentido péssimo; tire isso dele!
Text.UI.Quest.Offer.RetrieveItem2	$giver: $subject e seus amigos extorquiram $item de mim. Eu só quero tirar isso dele!
Text.UI.Quest.Offer.GiveItem1	$giver: Estou procurando por este: $item. Você poderia trazer para mim? Eu agradeceria do fundo do meu coração!
	
Text.UI.Fist	Punho
	
Text.UI.Weapon	Arma
Text.UI.Tool	Ferramenta
Text.UI.Component	Componente
	
Text.HUD.Energy	Energia
Text.ZipWire	Tirolesa
Text.Platform.XB1.NeedActiveUserToContinue	Você deve selecionar um usuário ativo para continuar.
	
Text.Dialogue.JobDisrupt	Os detentos perderão o trabalho se não cumprirem a quota diária obrigatória. O diretor NÃO vai tolerar desculpas baratas de que outros presos o irritam e não o deixam fazer seu trabalho.
	
Text.Item.LightweightShovel	Pá leve
	
Text.Message.InventoryFull	Seu inventário está cheio!
	
Text.ui.next 	Personalizar
	
Text.Tutorial.Welcome.HMP Calder Island	Ouça aqui seu merdinha. \n\nVocê sabe porque está aqui e não tem mais nem menos. Normalmente a mais temida prisão, HMP Irongate, será onde passará o resto da sua merda de existência insignificante. \n\nEscapar? Não me faça rir! Os imbecis que tentaram se encontraram com um monte de água, sem nenhuma outra visão. Ainda assim, quer tentar?
	
Text.Tutorial.RoofHeader	AVISO!
Text.Tutorial.RoofInDayTime	Presos em telhados NÃO serão tolerados. Durante o dia, os telhados são vigiados de perto por franco-atiradores de elite, armados até os dentes com balas de borracha.
Text.Tutorial.RoofInDayTimeExtra	Presos em telhados NÃO serão tolerados. Durante o dia, os telhados são vigiados de perto por franco-atiradores de elite armados até os dentes com balas de borracha. \n\nA noite, eles trocam o armamento por holofotes de alta potência muito mais úteis!
Text.Message.NoFreeSlots	Não há slots grátis disponíveis!
Text.Busted.Why.Key	Um guarda relatou que uma chave da prisão foi roubada dele e nós rastreamos você! \n\nPasse um tempo na solitária para pensar no que você fez.
	
Text.Tutorial.Speedbag	Alterne rapidamente entre (LT) e (RT) para manter a cadência dos golpes no saco de velocidade enquanto deixa o marcador dentro da área móvel.
Text.Tutorial.PunchbagSkipping	Ao alternar entre pressionar (LT) e (RT), coordene cada uma de suas pulsações para alcançar a área marcada.
	
Text.Tutorial.SpeedbagTitle	Saco de velocidade
Text.Tutorial.PunchbagTitle	Saco de pancadas
Text.Tutorial.SkippingTitle	Cordas
Text.Tutorial.LogLifting	Levantamento de toras
Text.Tutorial.Jogging	Corrida
Text.Tutorial.PushUps	Flexões
Text.Tutorial.Chinups	Chin Ups
	
Text.Item.RedKeyPlastic	Chave vermelha de plástico
Text.Item.CyanKeyPlastic	Chave ciano de plástico
Text.Item.YellowKeyPlastic	Chave amarela de plástico
Text.Item.PurpleKeyPlastic	Chave roxa de plástico
Text.Item.GreenKeyPlastic	Chave verde de plástico
	
	
Text.Guards.Lockdown	CERTO! É isso - é um BLOQUEIO!
Text.Busted.Why.Vent	Então temos um rato se esgueirando pelas aberturas, hein? Você achou que ninguém iria ouvir você andar por aí? Você tem seu próprio covil esperando por você isolado, seu rufião. Uma adorável estadia de três dias. Passe bem!
	
Text.Recruits.Follow1	Quando um presidiário tem uma opinião elevada o suficiente sobre você, ele pode ser recrutado e o seguirá pela prisão se você solicitar, pressionando (A) interagindo com ele.
Text.Recruits.Follow2	Se você quiser que ele vá, fique ao lado dele e pressione (B).
Text.Recruits.Follow3	Para ordenar que seus seguidores ataquem outros personagens, interaja com eles pressionando (A), destaque um alvo com (LS) e, finalmente, confirme o alvo com (A).
	
Text.Hint.Recipe	USE O SISTEMA DE CRIAÇÃO PARA CRIAR %name% COM ESTES ELEMENTOS:
	
Text.Tip1	As torres de guardas limitam suas ações pelo dia, mas a noite já é outra história.
Text.Tip2	Interromper os empregados de fazer seu trabalho pode causar a demissão deles!
Text.Tip3	Se tiver vários favores onde precisa entregar um item á algum colega, o melhor jeito de fazer isso é em Chamadas!
Text.Tip4	Você precisa ser amigo do seu companheiro de cela se não quiser ser entregado.
Text.Tip5	Existem várias camadas nos telhados da prisão, você pode acessá-las utilizando uma tirolesa.
Text.Tip6	Os quarteis fora do complexo, situados ao norte contém um item que você precisa!
Text.Tip7	Mesmo depois de sair, você ainda não terá saído completamente, tem um posto de guarda que irá precisa passar!
Text.Tip8	Se um jeep de segurança ver alguém fora da prisão, este será mandando diretamente para a solitária!
Text.Tip9	As minas que ficam após as cercas só são ativadas se passar por cima delas!
Text.Tip10	O jeep de segurança pode ser desativado temporariamente se usar um furador para sabotá-lo!
Text.Tip11	Por pura e espontânea vontade, o arquiteto que criou a prisão San Pancho colocou o gerador no telhado!
Text.Tip12	O muro de segurança fora do complexo tem uma base de concreto reforçado. Nada passa por alí!
Text.Tip13	Fita adesiva pode ser usada para tampar as câmeras de segurança!
	
	
Text.Platform.XB1.SaveErrorWarning	Ocorreu um problema ao acessar seus dados salvos.
	
Text.Item.Vest	Colete
	
text.results.distance	Eficiência
	
Text.Tutorial.InmateFollow.Title	Lacaios
Text.Tutorial.InmateFollow.Intro	Quando um presidiário tem uma opinião elevada o suficiente sobre você, ele pode ser recrutado e o seguirá pela prisão se você solicitar, pressionando (A) interagindo com ele.
Text.Tutorial.InmateFollow.BodyBButton	Se desejar descartá-los, fique ao lado deles e pressione (B).
Text.Tutorial.InmateFollow.BodyAttack	Você pode fazer seus seguidores atacarem outros NPCs pressionando (A) e interagindo com eles, o que permitirá que você destaque os NPCs que estão na tela um por um com (LS) e, em seguida, confirme um deles como alvo com (A).
	
Text.Item.KeyMouldCyan	Molde de chave ciano
Text.HUD.Toilet	objetos no banheiro
	
text.ui.move	Mover / Destacar
text.ui.names	Mostrar nomes
text.ui.interact	Falar / Interagir
text.ui.crafting	Criação
text.ui.fight	Lutar / usar / coletar
text.ui.drop	Soltar
text.ui.menu	Menu
text.ui.quick	Seleção rápida de arma
text.ui.journal	Diário
text.ui.profile	Perfil do jogador
text.ui.invleft	Inventário à esquerda.
text.ui.invright	Inventário à direita.
text.ui.exright	Exercícios à direita.
text.ui.exleft	Exercícios à esquerda.
	
text.requiredintellect	Você precisa de mais $NUMBER$ inteligência para criar este item!
	
Text.Help.Tutorial.Equip.Equiping	Para se equipar com itens, basta destacá-los no inventário.
Text.Help.Tutorial.Equip.Unequip	Para usar o item equipado no inventário, pressione
Text.Help.Tutorial.Equip.Target	Se um alvo verde aparecer, significa que você pode usar o item lá. 
	
Text.Tip15	Você pode criar uma boneca para colocar na cama e fazer os guardas pensarem que você está sonhando com os anjinhos. Enquanto isso, você pode se concentrar em outras coisas!
Text.Tip16	Se quiser reduzir o risco de o contrabando ser tirado de você, você pode armazená-los nas aberturas acima. Mesmo que o mandem para o isolamento, ninguém os descobrirá!
Text.Tip17	Se você deseja obter o máximo do sistema de ventilação acima de você sem ser descoberto, certifique-se de colocar uma grade falsa em seu ponto de acesso!
Text.Tip18	Se vários presos pediram para você devolver itens ao mesmo tempo, a maneira mais fácil de fazer isso é durante a triagem!
	
Text.Item.Consumable	Consumível
	
Text.Dream.Tut.Toilet	Você pode tentar usar o banheiro para dar descarga. Só não se esqueça que você corre o risco de bloquear o vaso sanitário e inundar sua cela, o que alerta os vigilantes! 
Text.Dream.Tut.Bed	Você pode salvar seu progresso usando a cama para dormir à noite. No entanto, nós realmente temos que avançar, então bora!
Text.Dream.Tut1	Bom, \n\nessa é a hora de testarmos o plano! \n\nToda preparação e trabalho duro se resumem a isso. \n\nVamos lá!
Text.Dream.Tut2	Vá até sua mesa e pressione (A) para abri-la. Pegue todos itens de lá.
Text.Dream.Tut3	Para acessar o sistema de ventilação, você precisa ficar em cima da mesa. \n\nPrimeiro, pegue-a usando (Y) e leve a mesa para o local marcado e solte-a usando (B).
Text.Dream.Tut4	Quando estiver próximo à mesa, pressione (X) para subir nela. \n\nQuando estiver de pé, equipe-se com a chave de fenda, selecionando-a com (LB) ou (RB). \n\nPressione (Y) e você usará a chave de fenda para abrir o duto de ventilação.
Text.Dream.Tut5	Para entrar no conduíte, pressione (A) logo abaixo dele. \n\nDepois de entrar, vá até uma cela próxima, onde encontrará um preso que tem algo de que você precisa e pode comprar dele.
Text.Dream.Tut6	Fique ao lado do preso e pressione (X) para ver o que ele tem à venda. Algo me diz que ele terá o objeto de que você precisa, e você pode comprá-lo!
Text.Dream.Tut7	Brilhante! Agora você pode criar sua própria arma e equipá-la para aumentar a quantidade de dano que causa ao lutar. Pressione (PARA CIMA) para acessar o menu de criação e adicionar os objetos. Em seguida, solte sua criatividade!
Text.Dream.Tut8	Não acho uma boa ideia deixar a cela sem se equipar com a nova arma que você criou. Selecione a arma no inventário e pressione (PARA DIREITA) para equipá-la.
Text.Dream.Tut9	Agora, vá lutar contra aquele guarda. Para fazer isso, fique próximo a ele e pressione (Y). \n\nIsso iniciará um ataque! Saiba que atos como esse aumentarão a vigilância. A vigilância aumenta toda vez que você chama a atenção para seu mau comportamento.
Text.Dream.Tut10	Agora, aproxime-se do guarda inconsciente e pressione (A) para roubar seu uniforme! \n\nDestaque o uniforme de guarda e pressione (A) para pegá-lo e em seguida, selecione-o no inventário e pressione (PARA DIREITA) para colocá-lo.
Text.Dream.Tut11	Uau! Como fica bem em você! Agora que você está disfarçado, pode se infiltrar nos guardas do outro lado da porta dupla. Vá até lá e siga para o norte, lá você encontrará sua rota de fuga!
Text.Dream.Tut12	Está escuro aqui, não é? \n\nOlha, sinto muito, mas quem disse que isso seria confortável ou fácil? \n\nPegue aquela pá, selecione-a no inventário e pressione (Y) para começar a cavar.
Text.Dream.Tut13	Quando você escava em um espaço vazio, isso permite que você escave para cima e saia do subsolo.
Text.Dream.Tut14	Isso não foi tão ruim! \n\nAgora você só precisa caminhar. \n\nAh! O gosto da liberdade!
	
	
	
Text.Item.FakeFence	Cerca falsa
	
text.menu.help1	The Escapists permite que você tenha uma ideia de como é a vida cotidiana em uma prisão de uma forma despreocupada, e seu objetivo principal será escapar!
text.menu.help2	Você terá que seguir as regras e administrar seu tempo razoavelmente enquanto planeja sua fuga; desenvolver possíveis rotas de fuga e aguçar sua inteligência usando o que parecem ser objetos inofensivos a olho nu. Crie diferentes armas e ferramentas de fuga que o ajudarão em seu objetivo final de fuga!
text.menu.help3	Você terá que conciliar a rotina da prisão realizando trabalho, melhorando as estatísticas por meio de exercícios e leitura e construindo relacionamentos com outros detentos para obter seu apoio. Como se tudo isso já não fosse complicado o suficiente, não se esqueça de fugir!
text.menu.help4	Com seis prisões de teste exclusivas, você está pronto para se tornar The Escapists?
text.menu.help5	
	Clique para ver os nomes dos personagens
	Mover/Destacar
	Controles de exercício
	Alterar objeto do inventario
	Lutar/Usar objeto/Pegar objeto
	Soltar objeto do inventario
	Falar/Interagir
	Ver Perfil do NPC
	Perfil do jogador
	Seleção rápida da arma atual
	Criar
	Diário
	Menu do jogo sim/não
	Contato
	Resumo
	Controles
	Ajuda
	Anterior
	Próximo
	
Text.Tip14	Guardas inconscientes! E se você pudesse de alguma forma moldar uma chave e devolvê-la ao guarda antes que ele percebesse que estava faltando? Bem, para começar eles não o mandariam para o isolamento.
	
Text.Item.sail	Vela
Text.Item.raftbase	Base de balsa
Text.Item.balsawood	Madeira de Balsa
Text.Item.makeshiftraft	Jangada improvisada
	
Text.NPC.LostSightOfTarget	Vem aqui, $name!
	
Text.Takeover	Você ativou a tomada de controle da prisão! Antes de continuar a desencadear sua violência desenfreada, sugiro que saia daqui enquanto ainda pode. \n\nAs portas principais estão ABERTAS!
	
text.help.soilfail	Você está tentando preencher os buracos com sujeira? Eu sugiro que você encontre outro lugar mais adequado para se livrar disso!
	
Text.MapObject.Generator	Gerador
	
Text.Exit.New	Quer voltar ao menu principal?
Text.Load.New	Quer carregar o jogo desde o início do dia?
	
